Unnamed: 0,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist
130,0.0551,0.547,251093,0.643,0.0,1,0.267,-8.904,1,0.227,143.064,4.0,0.187,1,My Sub (Pt. 2: The Jackin') - Album Version (Edited),Big K.R.I.T.
628,0.00116,0.669,211042,0.765,0.0,8,0.312,-7.885,1,0.051,131.946,4.0,0.163,1,MDA,Problem
1722,0.409,0.618,291880,0.688,6.32e-06,5,0.3,-5.867,0,0.0477,78.311,4.0,0.561,0,Don't Let Go (Love),En Vogue
1528,0.988,0.479,440133,0.146,0.692,7,0.103,-14.319,1,0.0351,111.643,3.0,0.0728,0,I Got It Bad,Enrico Pieranunzi
1139,0.0969,0.774,211475,0.626,3.12e-05,3,0.0848,-4.432,0,0.0432,100.041,4.0,0.758,0,Attention,Charlie Puth
491,0.0132,0.677,271480,0.86,0.0119,1,0.0487,-5.074,1,0.0348,121.989,4.0,0.793,1,Don't Deny Your Heart,Hot Chip
1690,0.0154,0.559,213093,0.895,0.0,1,0.175,-4.476,0,0.0832,183.825,4.0,0.563,0,Don't Threaten Me With A Good Time,Panic! At The Disco
462,0.185,0.731,207496,0.812,0.154,5,0.131,-6.691,1,0.0608,91.96,4.0,0.861,1,Say Please,Teams vs. Star Slinger
1862,0.286,0.614,264151,0.549,2.64e-06,5,0.142,-6.986,1,0.0516,77.926,4.0,0.255,0,Heavy,Birdtalker
1651,0.0856,0.605,235000,0.884,0.000162,7,0.0501,-3.094,0,0.0611,125.989,4.0,0.364,0,Blackout - Madison Mars Radio Mix,Tritonal
1042,0.0494,0.562,217280,0.94,0.0,5,0.217,-4.337,1,0.114,103.009,4.0,0.466,0,Somethin' I'm Good At,Brett Eldredge
1356,0.654,0.176,414747,0.479,0.591,7,0.13,-7.471,0,0.0282,100.831,4.0,0.0622,0,Skrillex Orchestral Suite By Varien - Bonus Track,Skrillex
1774,0.273,0.713,271333,0.678,0.0,5,0.149,-3.525,0,0.102,138.009,4.0,0.738,0,Say My Name,Destiny's Child
105,0.181,0.511,160907,0.769,0.0,4,0.0921,-7.032,1,0.042,129.657,4.0,0.814,1,Be My Baby,The Ronettes
1868,0.0897,0.499,195000,0.94,7.28e-05,0,0.109,-2.741,1,0.0332,112.02,4.0,0.451,0,Back to You,WILD
94,0.00419,0.748,213053,0.741,0.0,6,0.147,-3.103,1,0.0531,128.077,4.0,0.533,1,My Way (feat. Monty),Fetty Wap
1523,0.957,0.356,342373,0.0937,0.096,8,0.209,-16.64,0,0.0353,86.669,3.0,0.259,0,Goodbye Pork Pie Hat,Charles Mingus
418,0.482,0.732,167547,0.468,0.809,9,0.371,-13.662,0,0.0409,118.994,4.0,0.191,1,Chained,The xx
1021,0.0677,0.587,180252,0.628,1.88e-06,1,0.122,-5.703,1,0.0431,92.003,4.0,0.65,0,Losing Sleep,Chris Young
364,0.00266,0.444,217733,0.498,0.0299,2,0.135,-7.631,1,0.199,119.914,4.0,0.294,1,She a Go (feat. Spinn & Taso),DJ Rashad
1456,0.474,0.871,184762,0.893,0.852,5,0.0891,-3.774,1,0.0403,126.016,4.0,0.639,0,Bassline Riddim,Vato Gonzalez
1268,0.0875,0.353,199111,0.87,0.0,0,0.079,-5.386,1,0.127,135.045,4.0,0.308,0,Change The World (feat. Hollyn),Derek Minor
1045,0.0968,0.434,266787,0.664,0.0,8,0.141,-5.883,1,0.0346,145.861,4.0,0.478,0,Trying To Drive,Zac Brown Band
656,0.000258,0.375,212947,0.804,0.694,7,0.322,-5.673,0,0.0372,154.066,4.0,0.394,1,Dead Sound,The Raveonettes
1605,0.0319,0.514,184762,0.862,0.171,0,0.119,-6.329,0,0.156,126.112,4.0,0.487,0,Livin' 4 Ya,MOTi
1107,0.163,0.817,207200,0.869,0.00226,6,0.0497,-4.791,1,0.18,96.029,4.0,0.56,0,Bailame,Nacho
1048,0.0207,0.434,195307,0.921,0.00209,10,0.116,-2.248,0,0.0688,171.945,4.0,0.426,0,They Don't Know,Jason Aldean
308,0.0259,0.69,225533,0.548,0.00243,10,0.106,-9.587,0,0.352,121.509,4.0,0.693,1,Love Buzz,Shocking Blue
720,0.03,0.35,313707,0.844,0.0,1,0.177,-4.161,0,0.0438,114.64,4.0,0.107,1,Play by Play,Autre Ne Veut
1738,0.0743,0.754,199787,0.946,0.000391,8,0.401,-2.149,0,0.0403,112.042,4.0,0.865,0,I Want You Back - Radio Edit,*NSYNC
505,0.0173,0.646,197132,0.778,0.0,1,0.0702,-7.44,0,0.103,127.813,4.0,0.173,1,Hands On the Wheel (feat. a$Ap Rocky),ScHoolboy Q
694,0.00142,0.728,294011,0.77,0.229,10,0.603,-4.945,0,0.0426,108.991,4.0,0.668,1,Holding On - Jerome LOL Remix,Classixx
1227,0.161,0.772,225560,0.648,0.0,9,0.269,-6.222,1,0.0612,129.966,4.0,0.744,0,Beautiful Girls - Radio Disney Version,Sean Kingston
1841,0.845,0.24,224240,0.16,0.0,5,0.0842,-14.213,1,0.0301,92.742,4.0,0.199,0,"I See the Light - From ""Tangled""/Soundtrack Version",Mandy Moore
863,0.0314,0.86,304138,0.857,0.38,6,0.0694,-4.23,1,0.0933,121.999,4.0,0.826,1,5thep,Todd Osborn
1044,0.733,0.409,16042,0.645,0.0,1,0.132,-8.336,0,0.0771,74.923,4.0,0.421,0,Zac Brown Band - Hot Country,Various Artists
2,0.0344,0.838,185707,0.412,0.000234,2,0.159,-7.148,1,0.289,75.044,4.0,0.173,1,Xanny Family,Future
1711,0.101,0.403,201720,0.883,0.0,4,0.109,-3.385,1,0.087,202.013,4.0,0.769,0,Amazing,Big Time Rush
1156,0.45,0.754,272667,0.762,6.67e-05,6,0.224,-4.486,0,0.0849,92.002,4.0,0.673,0,Rollin,Calvin Harris
990,0.135,0.756,246893,0.415,0.0,8,0.144,-14.429,1,0.0555,96.99,4.0,0.662,1,No Sleep Till Brooklyn,Beastie Boys
1970,0.0364,0.549,202787,0.576,1.94e-06,9,0.147,-6.282,1,0.0263,118.709,3.0,0.462,0,Fuck You Bitch,Wheeler Walker Jr.
808,0.565,0.63,247293,0.374,0.00146,5,0.107,-11.305,1,0.177,166.999,4.0,0.573,1,Somebody Was Watching,Pops Staples
917,0.000779,0.34,207813,0.454,0.0188,9,0.337,-12.279,0,0.0503,100.089,5.0,0.39,1,Let Me Try,Kaleidoscope
1643,0.00626,0.691,203302,0.721,0.000562,11,0.297,-6.206,1,0.03,117.021,4.0,0.463,0,Summer Dreams,Michael Brun
1853,0.00947,0.739,261933,0.947,2.99e-05,11,0.326,-1.915,0,0.0412,88.009,4.0,0.762,0,He Wasn't Man Enough,Toni Braxton
1539,0.87,0.446,492080,0.242,0.497,8,0.105,-14.152,1,0.0368,126.681,4.0,0.176,0,Count Your Blessings,Seamus Blake
1693,0.119,0.64,220781,0.533,0.0,0,0.0864,-6.596,1,0.0706,99.968,4.0,0.5,0,It Ain't Me (with Selena Gomez),Kygo
1405,0.827,0.524,193406,0.392,0.0,10,0.363,-8.938,0,0.0305,145.88,4.0,0.296,0,Rub off,Kim Woo-Joo
1927,0.284,0.778,218093,0.824,0.0,10,0.405,-5.892,0,0.0712,100.024,4.0,0.767,0,Hips Don't Lie,Shakira
1213,0.0649,0.663,257840,0.714,0.0,1,0.116,-4.944,0,0.038,121.99,4.0,0.471,0,Counting Stars,OneRepublic
1797,0.0305,0.555,187973,0.79,0.0,3,0.094,-5.777,1,0.0507,79.016,4.0,0.519,0,Perfect Picture,Bea Miller
711,0.00174,0.67,174122,0.848,0.00168,0,0.385,-5.103,0,0.0537,124.029,4.0,0.46,1,Need U (100%) [feat. A*M*E] [Radio Edit],Duke Dumont
1426,0.00755,0.54,224707,0.82,0.0,5,0.642,-3.824,1,0.138,78.063,4.0,0.516,0,Game Ain't Based On Sympathy,Rick Ross
575,0.0047,0.777,309180,0.688,0.69,8,0.096,-8.692,0,0.0681,126.019,4.0,0.18,1,Flow,Disclosure
1735,0.3,0.55,266293,0.563,0.0,2,0.122,-7.019,1,0.0313,166.004,4.0,0.462,0,This I Promise You - Radio Edit,*NSYNC
1943,0.0581,0.64,272160,0.947,0.0,9,0.0656,-3.925,0,0.102,145.108,4.0,0.68,0,Look At Me,Geri Halliwell
1293,0.133,0.566,208627,0.766,0.0,11,0.117,-6.87,1,0.0552,139.955,4.0,0.393,0,Magnify,We Are Messengers
1036,0.124,0.521,176987,0.805,0.000219,9,0.33,-4.481,1,0.0289,141.967,4.0,0.549,0,Think A Little Less,Michael Ray
127,0.0134,0.405,592920,0.647,7.62e-05,5,0.819,-6.109,0,0.0482,131.952,4.0,0.204,1,Pyramids,Frank Ocean
1973,0.00135,0.446,223840,0.764,0.0,10,0.099,-5.042,1,0.033,172.094,4.0,0.52,0,How You Remind Me - LP Mix,Nickelback
1834,0.107,0.632,249147,0.518,0.0,6,0.354,-6.126,1,0.0313,90.007,4.0,0.45,0,If I Were a Boy,Beyoncé
1686,0.00267,0.442,239451,0.892,7.92e-06,9,0.0758,-6.431,0,0.086,151.914,4.0,0.258,0,Black Honey,Thrice
236,0.0249,0.618,221840,0.538,1.37e-05,2,0.352,-5.828,0,0.0319,79.925,4.0,0.299,1,Counting,Autre Ne Veut
592,0.00402,0.937,225940,0.67,0.0,9,0.108,-6.149,1,0.107,136.029,4.0,0.592,1,"Gone, Gone",Juicy J
1406,0.503,0.41,256333,0.648,0.0,7,0.219,-4.469,1,0.0362,60.391,4.0,0.342,0,Don't You Cry For Me,Cobi
33,0.0324,0.742,280831,0.559,0.0,5,0.0987,-5.876,1,0.141,146.923,4.0,0.429,1,Hercules,Young Thug
291,0.0453,0.806,218280,0.696,5.71e-06,11,0.0785,-5.109,1,0.0502,127.023,4.0,0.131,1,Alright,Logic
422,0.0463,0.578,208139,0.825,0.0201,5,0.162,-4.659,0,0.0284,113.907,4.0,0.959,1,Origins,Tennis
338,0.136,0.185,105858,0.89,0.0,2,0.777,-4.182,1,0.0524,163.315,4.0,0.322,1,I'm a Dildo,No Parents
1179,0.0561,0.623,220291,0.656,0.0,0,0.0855,-5.608,0,0.0416,95.878,4.0,0.371,0,September Song,JP Cooper
1851,0.415,0.773,256720,0.309,0.00014,7,0.111,-8.5,0,0.0339,128.105,4.0,0.411,0,Softest Place On Earth,Xscape
1691,0.00172,0.542,203347,0.905,0.0104,9,0.136,-5.653,1,0.054,153.398,4.0,0.365,0,Sex on Fire,Kings of Leon
1443,0.000679,0.503,249655,0.989,0.542,6,0.548,-0.787,1,0.065,174.012,4.0,0.615,0,The Wall,Matrix & Futurebound
456,0.676,0.679,282308,0.709,0.0,7,0.292,-5.851,0,0.133,84.543,4.0,0.677,1,Computer Love,Zapp
15,0.019,0.637,188333,0.832,0.0563,6,0.316,-6.637,1,0.163,99.988,4.0,0.317,1,Char,Crystal Castles
1872,0.266,0.626,233760,0.601,0.00405,2,0.112,-6.4,1,0.0309,120.046,4.0,0.187,0,Automatic,Castro
1835,0.143,0.658,252053,0.696,0.0,3,0.131,-4.293,1,0.0707,85.998,4.0,0.655,0,With You,Chris Brown
508,0.0246,0.586,374133,0.806,0.000167,1,0.353,-9.542,1,0.0548,110.325,4.0,0.207,1,Her Fantasy,Matthew Dear
61,0.257,0.559,225347,0.656,0.000171,9,0.2,-8.699,0,0.0469,79.638,4.0,0.671,1,Ain't No Love In The Heart Of The City - Single Version,"Bobby ""Blue"" Bland"
1108,0.0998,0.721,226400,0.687,0.0,1,0.0679,-6.682,1,0.0782,175.914,4.0,0.828,0,Dile Que Tu Me Quieres,Ozuna
579,0.151,0.633,321627,0.85,0.0,5,0.0556,-5.915,0,0.344,97.933,4.0,0.761,1,HLM 3,Lunatic
1996,0.00363,0.743,259889,0.889,0.143,10,0.383,-5.567,1,0.0409,103.963,4.0,0.186,0,Quit You - Wuki Remix,Lost Kings
1096,0.205,0.735,193118,0.482,0.000194,7,0.0894,-9.21,1,0.0508,175.907,4.0,0.783,0,Tu Foto,Ozuna
545,0.0543,0.625,193147,0.576,4.07e-05,11,0.187,-5.693,0,0.175,179.063,4.0,0.223,1,Adorn,Miguel
207,0.827,0.712,279800,0.77,0.548,10,0.0726,-13.187,0,0.0345,106.963,4.0,0.973,1,Look at You,George McCrae
1497,0.242,0.592,210947,0.763,0.0,1,0.0715,-3.334,1,0.366,180.084,4.0,0.647,0,Go For Broke (feat. James Arthur),Machine Gun Kelly
1173,0.0102,0.833,204600,0.434,0.0219,2,0.165,-8.795,1,0.431,150.062,4.0,0.286,0,Mask Off,Future
1596,0.995,0.333,221173,0.0288,0.819,1,0.073,-31.367,1,0.0423,100.189,3.0,0.0857,0,"8 Fantasiestücke, Op.12 : 1. Des Abends",Robert Schumann
1245,0.379,0.534,225933,0.508,0.0,2,0.0867,-7.085,1,0.0322,153.947,4.0,0.407,0,Love Wins,Love and Theft
237,0.642,0.657,175333,0.393,4.03e-05,0,0.14,-7.667,1,0.0367,99.946,4.0,0.266,1,You're the Best,Wet
866,0.895,0.444,151092,0.412,0.64,0,0.145,-11.569,1,0.0465,184.012,3.0,0.364,1,Sleepwalk,Santo & Johnny
1001,0.0381,0.709,176589,0.797,0.0,0,0.143,-4.316,1,0.335,139.639,4.0,0.474,1,Fam,Saskilla
519,0.145,0.844,265400,0.688,0.00351,4,0.104,-8.594,0,0.291,96.671,4.0,0.747,1,Can I Kick It?,A Tribe Called Quest
908,0.207,0.786,206081,0.963,0.0012,9,0.169,-2.84,0,0.127,94.63,4.0,0.9,1,Hey DJ,Worlds Famous Supreme Team
82,0.0249,0.683,201049,0.824,0.627,1,0.0533,-8.569,0,0.222,154.008,4.0,0.921,1,Hot Blur,How Sad
1852,0.311,0.657,260427,0.456,0.0,0,0.0922,-8.917,1,0.0345,115.4,4.0,0.181,0,The Arms of the One Who Loves You,Xscape
1821,0.45,0.551,212560,0.527,0.0,3,0.0867,-7.119,1,0.0302,133.758,4.0,0.662,0,You're Still The One,Shania Twain
461,2.15e-05,0.657,214600,0.699,0.153,11,0.0525,-4.718,0,0.0297,123.017,4.0,0.531,1,Danger! High Voltage (Soulchild Radio Mix),Electric Six
403,0.391,0.799,157068,0.657,3.16e-06,3,0.0763,-5.293,1,0.0377,141.655,4.0,0.956,1,I'll Do a Little Bit More,The Olympics
373,0.726,0.49,289307,0.376,2.54e-05,11,0.0849,-13.463,0,0.0433,182.969,4.0,0.107,1,Gooey,Glass Animals
92,0.00672,0.876,213246,0.606,1.06e-05,0,0.14,-5.471,1,0.0645,127.975,4.0,0.249,1,Look At Wrist,Father
196,0.00275,0.476,195200,0.818,0.757,2,0.279,-7.933,1,0.0318,159.089,4.0,0.745,1,New York City,Christopher Owens
1785,0.214,0.685,339733,0.607,0.0,11,0.345,-5.301,1,0.0431,125.011,4.0,0.463,0,Honeymoon Avenue,Ariana Grande
906,2.6e-05,0.76,272082,0.669,0.076,11,0.0666,-8.583,1,0.0521,122.007,4.0,0.683,1,Paris Groove (Original Mix),Boston Bun
801,0.00234,0.191,194400,0.979,0.283,7,0.617,-3.402,1,0.191,179.236,4.0,0.313,1,Drifting In And Out,Porcelain Raft
1412,0.361,0.653,264747,0.409,0.00012,9,0.189,-11.446,1,0.421,174.324,4.0,0.181,0,Deja Vu,J. Cole
838,0.201,0.696,398747,0.852,0.00125,4,0.0736,-4.281,0,0.0373,128.28,4.0,0.971,1,Let's Lovedance Tonight - Danny Krivit Re-edit - Original Disco Version,Gary's Gang
393,0.0021,0.646,219754,0.892,0.00626,10,0.117,-5.015,1,0.0331,119.998,4.0,0.935,1,Wait & See,Holy Ghost!
1370,0.0989,0.483,263979,0.747,0.000409,5,0.24,-4.363,1,0.0549,80.117,4.0,0.223,0,Monster,PALGOU
1612,0.0058,0.704,377153,0.962,0.128,7,0.22,-3.095,1,0.115,127.997,4.0,0.0727,0,Cascade - Original Mix,Tommy Trash
1278,0.0024,0.547,228040,0.511,1.24e-06,11,0.109,-5.802,1,0.0294,143.968,4.0,0.179,0,To Live Is Christ,Sidewalk Prophets
1817,0.828,0.717,260187,0.32,0.0,3,0.107,-8.393,1,0.0283,107.946,4.0,0.331,0,Photograph (feat. Bea Miller),Boyce Avenue
261,0.0062,0.748,312240,0.733,0.0,11,0.329,-4.421,0,0.072,93.019,4.0,0.273,1,Again,Fetty Wap
1936,0.0572,0.585,244507,0.776,7.74e-06,5,0.3,-5.898,1,0.0459,77.987,4.0,0.43,0,Complicated,Avril Lavigne
1076,0.2,0.529,215600,0.803,0.0,7,0.0894,-5.379,1,0.0389,97.043,4.0,0.343,0,There’s A Girl,Trent Harmon
931,0.0552,0.373,202200,0.63,0.0,7,0.107,-5.131,1,0.0461,115.942,4.0,0.357,1,Shut Up Kiss Me,Angel Olsen
1946,0.284,0.672,212288,0.709,0.000608,1,0.083,-7.884,1,0.0232,98.972,4.0,0.652,0,Anyone Can Fall In Love,Anita Dobson
1004,0.0669,0.832,187585,0.854,0.0,2,0.0802,-4.92,1,0.296,136.213,4.0,0.583,1,I Win,Lethal Bizzle
114,0.141,0.661,196615,0.531,0.0,7,0.136,-10.113,0,0.548,93.287,5.0,0.657,1,Queen's Speech 4,Lady Leshurr
1495,0.127,0.698,200105,0.882,0.0,4,0.15,-3.078,0,0.0863,106.083,4.0,0.462,0,Ciao Adios,Anne-Marie
709,4.91e-05,0.442,207027,0.797,0.293,1,0.0749,-7.352,1,0.0349,135.018,4.0,0.274,1,Sad Eyes,Crystal Castles
1086,0.0277,0.489,194942,0.962,6.18e-06,0,0.128,-2.597,1,0.215,104.563,4.0,0.507,0,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull
384,0.000429,0.782,351707,0.938,0.121,10,0.118,-8.692,0,0.05,118.086,4.0,0.872,1,Lets Start the Dance,Bohannon
1843,0.197,0.794,281773,0.891,9.04e-05,1,0.136,-6.918,1,0.0439,104.315,4.0,0.813,0,Ain't Nobody,Chaka Khan
1837,0.309,0.421,285120,0.407,0.000961,10,0.11,-7.445,1,0.0267,139.028,3.0,0.168,0,A Thousand Years,Christina Perri
561,0.0324,0.771,246573,0.416,0.0,0,0.111,-8.188,0,0.0894,131.952,4.0,0.218,1,Love Sosa,Chief Keef
142,0.0512,0.851,224653,0.387,0.0,0,0.0996,-13.584,1,0.334,116.629,4.0,0.365,1,Smell Yo D*ck,Riskay
1825,0.000668,0.493,202496,0.956,0.0,1,0.416,-4.221,0,0.138,160.006,4.0,0.467,0,She Looks So Perfect,5 Seconds of Summer
351,0.0124,0.612,231765,0.858,0.0,7,0.0984,-5.437,0,0.0478,145.306,4.0,0.451,1,Make Them Gold,CHVRCHES
1106,0.206,0.746,227457,0.961,1.84e-06,0,0.329,-2.243,1,0.13,179.984,4.0,0.954,0,La Bicicleta,Carlos Vives
66,0.000546,0.597,279240,0.444,0.051,2,0.335,-8.39,0,0.03,120.074,4.0,0.361,1,Get Away,CHVRCHES
1602,0.951,0.173,649415,0.0619,0.526,5,0.132,-20.788,1,0.0466,72.695,4.0,0.0886,0,"String Quintet in C Major, Op. 29: II. Adagio molto espressivo",Ludwig van Beethoven
214,0.385,0.415,359800,0.681,0.0,2,0.101,-4.104,0,0.189,171.893,4.0,0.372,1,Blood On The Leaves,Kanye West
1445,0.0987,0.443,210884,0.727,9.35e-06,0,0.118,-5.171,0,0.0984,74.827,4.0,0.423,0,Freesol (feat. Skyler Stonestreet),Seven Lions
49,0.183,0.716,576888,0.957,0.058,3,0.182,-4.814,1,0.0689,106.714,4.0,0.93,1,Odofo Nyi Akyiri Biara,Ebo Taylor
319,0.106,0.912,194040,0.317,0.000208,6,0.0723,-12.719,0,0.0378,99.346,4.0,0.949,1,Who Is He (And What Is He to You?),Bill Withers
1562,0.901,0.368,428973,0.14,0.874,0,0.0688,-15.005,0,0.045,61.758,4.0,0.172,0,I Remember Clifford,Lee Morgan
1656,0.0111,0.668,212323,0.977,0.17,1,0.363,-2.673,1,0.0515,128.06,3.0,0.561,0,Blackout,Pegboard Nerds
1274,0.000619,0.388,347893,0.542,0.0,2,0.175,-6.122,1,0.0321,135.866,3.0,0.128,0,There Is a Cloud,Elevation Worship
1666,0.0243,0.631,218093,0.838,0.0,11,0.0512,-6.817,0,0.0818,127.938,4.0,0.392,0,When Can I See You Again?,Owl City
1668,0.0082,0.581,231707,0.526,0.000369,11,0.113,-7.584,1,0.0265,166.151,4.0,0.551,0,Vanilla Twilight,Owl City
192,0.0346,0.19,230693,0.908,0.0369,0,0.241,-4.679,1,0.111,148.951,4.0,0.181,1,Rocking Chair,The Districts
607,0.0537,0.648,322760,0.547,0.0439,5,0.0826,-6.547,1,0.0245,141.378,4.0,0.851,1,Walk In The Park,Beach House
1745,0.117,0.697,203600,0.856,0.0,10,0.287,-4.439,0,0.0752,104.202,4.0,0.732,0,The Call,Backstreet Boys
1836,0.0371,0.672,278036,0.819,0.000184,11,0.203,-4.457,1,0.0463,120.013,4.0,0.452,0,Forever,Chris Brown
426,0.132,0.635,139931,0.766,0.0,11,0.122,-6.449,1,0.26,93.603,4.0,0.675,1,Grown Up,Danny Brown
44,0.533,0.64,234526,0.819,0.0,7,0.156,-4.108,1,0.455,166.012,4.0,0.624,1,OOOUUU,Young M.A.
1317,0.000696,0.566,250647,0.986,0.0164,1,0.399,-5.016,1,0.0884,127.515,4.0,0.15,0,To Encompass and Eclipse,A Trust Unclean
108,0.488,0.251,126827,0.868,7.34e-06,1,0.818,-2.685,1,0.128,177.125,4.0,0.587,1,One Fine Day,The Chiffons
907,0.000885,0.79,312000,0.427,0.446,11,0.0514,-11.361,0,0.0541,116.986,4.0,0.961,1,Nothing,HNNY
553,0.453,0.815,230307,0.672,0.0,8,0.112,-5.675,1,0.27,151.362,4.0,0.813,1,Jacket & Tie,Toyan
1882,0.000372,0.615,185093,0.657,0.0204,7,0.132,-6.873,1,0.029,109.95,4.0,0.78,0,Good,Better Than Ezra
686,0.356,0.667,234994,0.901,0.00393,9,0.0774,-3.719,0,0.0275,140.026,4.0,0.824,1,L'Amour Parfait,Yelle
1400,0.858,0.679,257187,0.126,0.000102,11,0.114,-10.562,0,0.0369,129.75,3.0,0.114,0,Let You Go,Mot
689,0.152,0.726,178507,0.834,0.683,10,0.0845,-5.564,1,0.0565,130.04,4.0,0.574,1,Work,A$AP Ferg
1524,0.974,0.385,182653,0.0562,0.532,11,0.107,-14.812,1,0.0415,116.666,4.0,0.186,0,Ballad for MC,Grace Kelly
1628,0.0168,0.737,368476,0.614,0.0534,6,0.0682,-6.001,0,0.4,127.987,4.0,0.394,0,Language,Porter Robinson
243,0.254,0.482,139267,0.96,2.43e-06,0,0.294,-5.269,0,0.126,113.263,4.0,0.539,1,Crosstown Traffic,Jimi Hendrix
431,0.459,0.673,132049,0.764,0.000237,11,0.0955,-5.482,1,0.401,182.13,4.0,0.551,1,Mornin',Star Slinger
1182,0.0895,0.584,220883,0.54,0.0,1,0.261,-7.786,0,0.0576,137.972,4.0,0.19,0,Scared to Be Lonely,Martin Garrix
851,0.136,0.829,321067,0.65,2.15e-05,10,0.15,-9.691,1,0.06,108.398,4.0,0.744,1,I'll Be Good,Rene & Angela
334,0.0111,0.846,233387,0.501,0.00257,11,0.0883,-6.076,1,0.0334,118.001,4.0,0.825,1,Pieces,Tanlines
112,0.656,0.78,149440,0.599,0.0,2,0.129,-10.251,1,0.0329,121.198,4.0,0.967,1,Please Mr. Postman,The Marvelettes
800,0.602,0.746,190733,0.484,0.00824,1,0.0576,-9.614,1,0.0434,97.923,4.0,0.596,1,The Boss,James Brown
1295,0.196,0.305,331613,0.726,0.0,9,0.464,-6.375,1,0.061,82.673,4.0,0.547,0,Eye of the Storm (feat. Gabe Real),Ryan Stevenson
174,0.037,0.807,250130,0.785,0.000763,8,0.18,-7.928,1,0.148,124.051,4.0,0.421,1,Confess To Me,Disclosure
340,0.376,0.565,217648,0.86,0.000121,11,0.119,-5.449,1,0.0285,95.019,4.0,0.782,1,Cadillac Girl,Only Real
1739,0.0412,0.841,175520,0.866,0.0,11,0.212,-6.342,1,0.118,119.941,4.0,0.875,0,Pop - Radio Version,*NSYNC
1126,0.0525,0.779,166600,0.659,0.0,0,0.128,-5.455,1,0.0808,95.003,4.0,0.924,0,Fuego,Juanes
1160,0.00411,0.624,207520,0.806,0.0,1,0.0872,-5.957,1,0.0437,149.999,4.0,0.536,0,Break Up Every Night,The Chainsmokers
1090,0.27,0.639,307910,0.869,0.0,11,0.0802,-4.024,1,0.147,169.801,4.0,0.766,0,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa
497,0.0227,0.816,222920,0.894,7.23e-05,6,0.331,-9.243,1,0.0819,99.995,4.0,0.968,1,Mi Swing es Tropical,Nickodemus
2014,0.00857,0.637,207200,0.935,0.00399,0,0.214,-2.467,1,0.107,150.082,4.0,0.47,0,Habit - Dack Janiels & Wenzday Remix,Rain Man
727,0.076,0.741,257733,0.894,4.89e-05,2,0.0835,-5.648,1,0.069,111.969,4.0,0.31,1,Falling,HAIM
916,0.16,0.66,172507,0.591,0.848,4,0.632,-8.497,0,0.026,100.034,4.0,0.835,1,You Are the Right One,Sports
1165,0.0355,0.673,201601,0.676,0.0,1,0.107,-5.002,1,0.0308,134.944,4.0,0.568,0,Whatever It Takes,Imagine Dragons
1988,8.39e-05,0.467,209187,0.794,0.00204,1,0.103,-6.174,0,0.0349,162.435,4.0,0.577,0,Tightrope,WALK THE MOON
852,0.00479,0.777,318470,0.671,0.0244,11,0.286,-7.803,0,0.0386,123.974,4.0,0.482,1,Defected In The House Ibiza 2013 Mixtape,Simon Dunmore
933,0.00134,0.789,162815,0.682,1.39e-06,10,0.128,-6.841,0,0.054,109.988,4.0,0.562,1,We Want Some Pussy,Ezale
1015,0.258,0.812,181114,0.937,0.0,1,0.239,-1.894,1,0.295,139.997,4.0,0.851,1,6 In The Morning,Wiley
1277,0.807,0.569,235680,0.484,9.35e-06,0,0.163,-6.536,1,0.0304,122.08,4.0,0.308,0,Tears,Matt Hammitt
781,0.394,0.484,160187,0.265,0.0,0,0.149,-11.101,1,0.0322,113.564,3.0,0.282,1,You'll Never Walk Alone - 2002 Remastered Version,Gerry & The Pacemakers
566,0.131,0.564,171573,0.912,8.05e-06,5,0.369,-4.718,0,0.143,92.054,4.0,0.582,1,Unchained (The Payback / Untouchable),James Brown
1429,0.306,0.696,192000,0.795,7.72e-06,8,0.243,-4.892,0,0.187,126.186,4.0,0.16,0,White Label (Is This Love),Still Young
35,0.0428,0.667,230693,0.581,0.0,0,0.183,-5.164,0,0.323,110.953,4.0,0.372,1,Check,Young Thug
1214,0.00107,0.818,213733,0.799,0.128,1,0.057,-4.1,0,0.156,100.014,4.0,0.0953,0,Turn Down for What,DJ Snake
1260,0.415,0.436,248962,0.618,2.46e-06,3,0.177,-8.402,0,0.0432,83.982,4.0,0.352,0,Hold It All,Cody Carnes
1181,0.33,0.736,219080,0.449,0.000162,1,0.0898,-11.462,0,0.425,80.126,4.0,0.322,0,Location,Khalid
913,0.00428,0.704,405560,0.895,0.28,10,0.267,-7.81,1,0.0647,118.662,4.0,0.865,1,"Bizarre Love Triangle - Shep Pettibone 12"" Remix",New Order
355,0.0846,0.481,263187,0.851,0.907,7,0.178,-4.528,1,0.127,174.144,4.0,0.852,1,Nimble Girl,Hotel Eden
1018,0.35,0.794,187400,0.801,0.0,0,0.0799,-6.433,1,0.271,147.072,4.0,0.73,1,Luke Cage,AJ Tracey
606,0.000321,0.5,261587,0.95,0.0293,6,0.382,-4.333,1,0.0677,120.038,4.0,0.298,1,Demon To Lean On,Wavves
